Unnamed: 0,DOI,Author,Title,Year,Journal,source,PubMedID,Group,Title_lower,Journal_lower,Count,Label_ID,Label,Malik_Label_Validation,Jodi_Label_Validation,Remark,Retraction_Phrase,Inference Possibility,Inference Number,Retraction_Flag,Retraction_Flag_Pos
485,10.1016/j.ijleo.2014.08.036,"[{'given': 'Tao', 'family': 'Li', 'sequence': 'first', 'affiliation': []}, {'given': 'Nan-feng', 'family': 'Xiao', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Novel heuristic dual-ant clustering algorithm for network intrusion outliers detection,2015,Optik,Crossref,,likely_retracted,retracted: novel heuristic dual-ant clustering algorithm for network intrusion outliers detection,optik,1,RP212,retracted paper(rp),,,,retracted:,RP212-Y,1,retracted:,begin
487,10.1016/j.pdpdt.2021.102178,Xinglu Zhou;Liang Shang;Zhaopeng Wang;Yufeng Guo;Jiarui Zhang;Wei Ye;Lei Zhong;Huijie Jiang,RETRACTED: Novel thermally activated delayed fluorescence nano-micelle for tumor imaging,2021,Photodiagnosis and Photodynamic Therapy,PubMed; Crossref,33429096.0,likely_retracted,retracted: novel thermally activated delayed fluorescence nano-micelle for tumor imaging,photodiagnosis and photodynamic therapy,1,RP218,retracted paper(rp),,,,retracted:,RP218-Y,1,retracted:,begin
495,10.1016/j.net.2020.02.003,"[{'given': 'Vutheam', 'family': 'Dos', 'sequence': 'first', 'affiliation': []}, {'given': 'Hyunsuk', 'family': 'Lee', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yunki', 'family': 'Jo', 'sequence': 'additional', 'affiliation': []}, {'given': 'Matthieu', 'family': 'Lemaire', 'sequence': 'additional', 'affiliation': []}, {'given': 'Wonkyeong', 'family': 'Kim', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sooyoung', 'family': 'Choi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Peng', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Deokjung', 'family': 'Lee', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Overcoming the challenges of Monte Carlo depletion: Application to a material-testing reactor with the MCS code,2020,Nuclear Engineering and Technology,Crossref,,likely_retracted,retracted: overcoming the challenges of monte carlo depletion: application to a material-testing reactor with the mcs code,nuclear engineering and technology,1,RP208,both_rp_rn,,,,retracted:,RP208-Y,1,retracted:,begin
497,10.1002/jat.4412,"[{'given': 'P. V.', 'family': 'Prabhakar', 'sequence': 'first', 'affiliation': []}, {'given': 'Utkarsh A.', 'family': 'Reddy', 'sequence': 'additional', 'affiliation': []}, {'given': 'S. P.', 'family': 'Singh', 'sequence': 'additional', 'affiliation': []}, {'given': 'A.', 'family': 'Balasubramanyam', 'sequence': 'additional', 'affiliation': []}, {'given': 'M. F.', 'family': 'Rahman', 'sequence': 'additional', 'affiliation': []}, {'given': 'S. Indu', 'family': 'Kumari', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sachin B.', 'family': 'Agawane', 'sequence': 'additional', 'affiliation': []}, {'given': 'U. S. N.', 'family': 'Murty', 'sequence': 'additional', 'affiliation': []}, {'given': 'Paramjit', 'family': 'Grover', 'sequence': 'additional', 'affiliation': []}, {'given': 'Mohammed', 'family': 'Mahboob', 'sequence': 'additional', 'affiliation': []}]",Retracted: Oxidative stress induced by aluminum oxide nanomaterials after acute oral treatment in Wistar rats,2022,Journal of Applied Toxicology,Crossref,,likely_retracted,retracted: oxidative stress induced by aluminum oxide nanomaterials after acute oral treatment in wistar rats,journal of applied toxicology,1,RP135,retraction notice(rn),,,,retracted:,RP135-Y,1,retracted:,begin
499,10.1016/0272-7358(82)90006-x,"[{'given': 'Stephen E.', 'family': 'Breuning', 'sequence': 'first', 'affiliation': []}, {'given': 'Vicky J.', 'family': 'Davis', 'sequence': 'additional', 'affiliation': []}, {'given': 'Alan D.', 'family': 'Poling', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Pharmacotherapy with the mentally retarded: Implications for clinical psychologists,1982,Clinical Psychology Review,Crossref,,likely_retracted,retracted: pharmacotherapy with the mentally retarded: implications for clinical psychologists,clinical psychology review,1,RP51,retracted paper(rp),,,,retracted:,RP51-Y,1,retracted:,begin
502,10.1177/194008291500800209,"[{'given': 'Victor K.', 'family': 'Muposhi', 'sequence': 'first', 'affiliation': [{'name': 'School of Wildlife, Ecology and Conservation, Chinhoyi University of Technology, Private Bag 7724, Chinhoyi, Zimbabwe'}]}, {'given': 'Edson', 'family': 'Gandiwa', 'sequence': 'additional', 'affiliation': [{'name': 'School of Wildlife, Ecology and Conservation, Chinhoyi University of Technology, Private Bag 7724, Chinhoyi, Zimbabwe'}]}, {'given': 'Stanley M.', 'family': 'Makuza', 'sequence': 'additional', 'affiliation': [{'name': 'School of Agricultural Sciences and Technology, Chinhoyi University of Technology, Private Bag 7724, Chinhoyi, Zimbabwe'}]}, {'given': 'Paul', 'family': 'Bartels', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Nature Conservation, Tshwane University of Technology, Staatsartillerie St, Pretoria, 0183, South Africa'}]}]","RETRACTED: Population and Trophy Quality Trends of Three Gregarious Herbivores in an Insulated Semi-Arid Savanna Ecosystem (Cawston Ranch, Zimbabwe), 1997‚Äì2014",2015,Tropical Conservation Science,Crossref,,likely_retracted,"retracted: population and trophy quality trends of three gregarious herbivores in an insulated semi-arid savanna ecosystem (cawston ranch, zimbabwe), 1997‚Äì2014",tropical conservation science,1,RP269,retraction notice(rn),,,,retracted:,RP269-Y,1,retracted:,begin
503,10.1016/j.ijsu.2017.06.001,"[{'given': 'Dan', 'family': 'Zhang', 'sequence': 'first', 'affiliation': []}, {'given': 'Xi-Chen', 'family': 'Wang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zeng-Xi', 'family': 'Yang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jian-Xin', 'family': 'Gan', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jie-Bin', 'family': 'Pan', 'sequence': 'additional', 'affiliation': []}, {'given': 'Lan-Ning', 'family': 'Yin', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Preoperative chlorhexidine versus povidone-iodine antisepsis for preventing surgical site infection: A meta-analysis and trial sequential analysis of randomized controlled trials,2017,International Journal of Surgery,Crossref,,likely_retracted,retracted: preoperative chlorhexidine versus povidone-iodine antisepsis for preventing surgical site infection: a meta-analysis and trial sequential analysis of randomized controlled trials,international journal of surgery,1,RP124,both_rp_rn,,,,retracted:,RP124-Y,1,retracted:,begin
510,10.1016/j.apt.2021.06.022,"[{'ORCID': 'http://orcid.org/0000-0002-7910-6769', 'authenticated-orcid': False, 'given': 'Nasser', 'family': 'Jalili-Jahani', 'sequence': 'first', 'affiliation': []}, {'given': 'Faride', 'family': 'Rabbani', 'sequence': 'additional', 'affiliation': []}, {'given': 'Azadeh', 'family': 'Fatehi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Tahereh', 'family': 'Musavi Haghighi', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Rapid one-pot synthesis of Ag-decorated ZnO nanoflowers for photocatalytic degradation of tetracycline and product analysis by LC/APCI-MS and direct probe ESI-MS,2021,Advanced Powder Technology,Crossref,,likely_retracted,retracted: rapid one-pot synthesis of ag-decorated zno nanoflowers for photocatalytic degradation of tetracycline and product analysis by lc/apci-ms and direct probe esi-ms,advanced powder technology,1,RP1,retracted paper(rp),,,,retracted:,RP1-Y,1,retracted:,begin
516,10.1111/cpr.13382,,Retracted: Repression of microRNA‚Äê382 inhibits glomerular mesangial cell proliferation and extracellular matrix accumulation via FoxO1 in mice with diabetic nephropathy,2022,Cell Proliferation,Crossref,,likely_retracted,retracted: repression of microrna‚Äê382 inhibits glomerular mesangial cell proliferation and extracellular matrix accumulation via foxo1 in mice with diabetic nephropathy,cell proliferation,1,RP44,retraction notice(rn),,,,retracted:,RP44-Y,1,retracted:,begin
521,10.1016/j.ins.2018.03.037,"[{'given': 'Mehdi', 'family': 'Sookhak', 'sequence': 'first', 'affiliation': []}, {'given': 'Abdullah', 'family': 'Gani', 'sequence': 'additional', 'affiliation': []}, {'given': 'Muhammad Khurram', 'family': 'Khan', 'sequence': 'additional', 'affiliation': []}, {'given': 'Rajkumar', 'family': 'Buyya', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Retraction notice to ‚ÄòDynamic Remote Data Auditing for Securing Big Data Storage in Cloud Computing‚Äô [Information Sciences 380 (2017) 101-116],2018,Information Sciences,Crossref,,likely_retracted,retracted: retraction notice to ‚Äòdynamic remote data auditing for securing big data storage in cloud computing‚Äô [information sciences 380 (2017) 101-116],information sciences,1,RP106,retraction notice(rn),,,,retraction notice,RP106-Y,1,retracted: retraction notice to,begin
522,10.1016/j.jtbi.2013.01.019,"[{'given': 'J.L.', 'family': 'Boldrini', 'sequence': 'first', 'affiliation': []}, {'given': 'R.C.', 'family': 'Bassanezi', 'sequence': 'additional', 'affiliation': []}, {'given': 'A.C.', 'family': 'Moretti', 'sequence': 'additional', 'affiliation': []}, {'given': 'F.J.', 'family': 'Von Zuben', 'sequence': 'additional', 'affiliation': []}, {'given': 'W.A.C.', 'family': 'Godoy', 'sequence': 'additional', 'affiliation': []}, {'given': 'C.J.', 'family': 'Von Zuben', 'sequence': 'additional', 'affiliation': []}, {'given': 'S.F.', 'family': 'dos Reis', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Retraction notice to ‚ÄúNon-local interactions and the dynamics of dispersal in immature insects‚Äù,2013,Journal of Theoretical Biology,Crossref,,likely_retracted,retracted: retraction notice to ‚Äúnon-local interactions and the dynamics of dispersal in immature insects‚Äù,journal of theoretical biology,1,RP172,retraction notice(rn),,,,retraction notice,RP172-Y,1,retracted: retraction notice to,begin
523,10.1016/j.ijepes.2015.06.025,"[{'given': 'Sayyad', 'family': 'Nojavan', 'sequence': 'first', 'affiliation': []}, {'given': 'Behnam', 'family': 'Mohammadi-Ivatloo', 'sequence': 'additional', 'affiliation': []}, {'given': 'Kazem', 'family': 'Zare', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Robust optimization based price-taker retailer bidding strategy under pool market price uncertainty,2015,International Journal of Electrical Power &amp; Energy Systems,Crossref,,likely_retracted,retracted: robust optimization based price-taker retailer bidding strategy under pool market price uncertainty,international journal of electrical power &amp; energy systems,1,RP115,retracted paper(rp),,,,retracted:,RP115-Y,1,retracted:,begin
524,10.1016/j.ijrobp.2016.02.037,"[{'given': 'Janid Patricia', 'family': 'Blanco Kiely', 'sequence': 'first', 'affiliation': []}, {'given': 'Benjamin M.', 'family': 'White', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Robust Proton Pencil Beam Scanning Treatment Planning for Rectal Cancer Radiation Therapy,2016,International Journal of Radiation Oncology*Biology*Physics,Crossref,,likely_retracted,retracted: robust proton pencil beam scanning treatment planning for rectal cancer radiation therapy,international journal of radiation oncology*biology*physics,1,RP120,retracted paper(rp),,,,retracted:,RP120-Y,1,retracted:,begin
525,10.1016/j.msec.2019.110155,Xiang He;Yong Liu;Yanni Tan;Liam M Grover;Jian Song;Saili Duan;Dapeng Zhao;Xiaofen Tan,"RETRACTED: Rubidium-containing mesoporous bioactive glass scaffolds support angiogenesis, osteogenesis and antibacterial activity",2019,Materials Science and Engineering: C,PubMed; Crossref,31546446.0,likely_retracted,"retracted: rubidium-containing mesoporous bioactive glass scaffolds support angiogenesis, osteogenesis and antibacterial activity",materials science and engineering: c,1,RP185,retracted paper(rp),,,,retracted:,RP185-Y,1,retracted:,begin
529,10.1038/mt.2015.208,Tianming Li;Qidi Zheng;Jiahui An;Mengying Wu;Haiyan Li;Xin Gui;Hu Pu;Dongdong Lu,RETRACTED: SET1A Cooperates With CUDR to Promote Liver Cancer Growth and Hepatocyte-like Stem Cell Malignant Transformation Epigenetically,2015,Molecular Therapy,PubMed; Crossref,26581161.0,likely_retracted,retracted: set1a cooperates with cudr to promote liver cancer growth and hepatocyte-like stem cell malignant transformation epigenetically,molecular therapy,1,RP198,retracted paper(rp),,,,retracted:,RP198-Y,1,retracted:,begin
530,10.15826/chimtech.2015.2.1.004,"[{'given': 'S. I.', 'family': 'Zhuk', 'sequence': 'first', 'affiliation': []}, {'given': 'L. M.', 'family': 'Minchenko', 'sequence': 'additional', 'affiliation': []}, {'given': 'O. V.', 'family': 'Chemezov', 'sequence': 'additional', 'affiliation': []}, {'given': 'V. B.', 'family': 'Malkov', 'sequence': 'additional', 'affiliation': []}, {'given': 'A. V.', 'family': 'Isakov', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yu. P.', 'family': 'Zaikov', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Silicon phase origin on glassy carbon in KF-KCl-K<sub>2</sub>SiF<sub>6</sub> fusion,2015,Chimica Techno Acta,Crossref,,likely_retracted,retracted: silicon phase origin on glassy carbon in kf-kcl-k<sub>2</sub>sif<sub>6</sub> fusion,chimica techno acta,1,RP46,retracted paper(rp),,,,retracted:,RP46-Y,1,retracted:,begin
536,10.1016/j.compositesb.2013.05.050,"[{'given': 'Mostafa', 'family': 'Jalal', 'sequence': 'first', 'affiliation': []}, {'given': 'Ali A.', 'family': 'Ramezanianpour', 'sequence': 'additional', 'affiliation': []}, {'given': 'Morteza Khazaei', 'family': 'Pool', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Split tensile strength of binary blended self compacting concrete containing low volume fly ash and TiO2 nanoparticles,2013,Composites Part B: Engineering,Crossref,,likely_retracted,retracted: split tensile strength of binary blended self compacting concrete containing low volume fly ash and tio2 nanoparticles,composites part b: engineering,1,RP57,retracted paper(rp),,,,retracted:,RP57-Y,1,retracted:,begin
537,10.1002/nme.7185,,Retracted: Stability analysis of blocky structure system using discontinuity layout optimization,2022,International Journal for Numerical Methods in Engineering,Crossref,,likely_retracted,retracted: stability analysis of blocky structure system using discontinuity layout optimization,international journal for numerical methods in engineering,1,RP110,retraction notice(rn),,,,retracted:,RP110-Y,1,retracted:,begin
548,10.1016/j.japb.2020.06.004,"[{'given': 'Eunjoong', 'family': 'Kim', 'sequence': 'first', 'affiliation': []}, {'given': 'Seung Lak', 'family': 'An', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jong Bong', 'family': 'Choi', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-4049-3546', 'authenticated-orcid': False, 'given': 'Jong Kyun', 'family': 'Park', 'sequence': 'additional', 'affiliation': []}]","RETRACTED: Taxonomic study on the montanellus species group of the genus Cyclommatus (Coleoptera: Lucanidae) from Borneo Island, Malaysia, and Indonesia",2020,Journal of Asia-Pacific Biodiversity,Crossref,,likely_retracted,"retracted: taxonomic study on the montanellus species group of the genus cyclommatus (coleoptera: lucanidae) from borneo island, malaysia, and indonesia",journal of asia-pacific biodiversity,1,RP136,retracted paper(rp),,,,retracted:,RP136-Y,1,retracted:,begin
551,10.1016/j.nds.2014.04.146,,RETRACTED: The 2013 International Conference on Nuclear Data for Science and Technology,2014,Nuclear Data Sheets,Crossref,,likely_retracted,retracted: the 2013 international conference on nuclear data for science and technology,nuclear data sheets,1,RP207,retracted paper(rp),,,,retracted:,RP207-Y,1,retracted:,begin
552,10.1177/19714009221116448,,RETRACTED: The Cylinder of Cyrus the Great,2022,The Neuroradiology Journal,Crossref,,likely_retracted,retracted: the cylinder of cyrus the great,the neuroradiology journal,1,RP262,retraction notice(rn),,,,retracted:,RP262-Y,1,retracted:,begin
556,10.1016/j.diamond.2020.107799,"[{'given': 'Yuanhao', 'family': 'Guan', 'sequence': 'first', 'affiliation': []}, {'given': 'Jin', 'family': 'Bai', 'sequence': 'additional', 'affiliation': []}, {'given': 'Shaozheng', 'family': 'Hu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ping', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'given': 'Fei', 'family': 'Wang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jia', 'family': 'Ju', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yanfeng', 'family': 'Zhao', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: The effect of n‚ÄìœÄ* electronic transitions on the N2 photofixation ability of phosphorus doped g-C3N4 synthesized by microwave treatment,2020,Diamond and Related Materials,Crossref,,likely_retracted,retracted: the effect of n‚ÄìœÄ* electronic transitions on the n2 photofixation ability of phosphorus doped g-c3n4 synthesized by microwave treatment,diamond and related materials,1,RP68,retracted paper(rp),retracted paper(rp),,M: Rn & Rp DOI are different and their pages are available separately,retracted:,RP68-Y,1,retracted:,begin
558,10.1016/j.quaint.2014.10.065,"[{'given': 'Charles K.', 'family': 'Twesigye', 'sequence': 'first', 'affiliation': []}]","RETRACTED: The impact of paleoclimate, geologic history, and human influence on the evolution of East African cichlids",2015,Quaternary International,Crossref,,likely_retracted,"retracted: the impact of paleoclimate, geologic history, and human influence on the evolution of east african cichlids",quaternary international,1,RP236,retracted paper(rp),retracted paper(rp),,M: Rn & Rp DOI are different and their pages are available separately,retracted:,RP236-Y,1,retracted:,begin
559,10.1002/jts.22730,,Retracted: The Impact of Treatment Description Format on Patient Preferences for Posttraumatic Stress Disorder Treatment,2021,Journal of Traumatic Stress,Crossref,,likely_retracted,retracted: the impact of treatment description format on patient preferences for posttraumatic stress disorder treatment,journal of traumatic stress,1,RP174,retraction notice(rn),,,,retracted:,RP174-Y,1,retracted:,begin
562,10.1016/j.surfcoat.2008.06.117,"[{'given': 'Dayan', 'family': 'Ma', 'sequence': 'first', 'affiliation': []}, {'given': 'Shengli', 'family': 'Ma', 'sequence': 'additional', 'affiliation': []}, {'given': 'Kewei', 'family': 'Xu', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: The size effect of oxygen impurities on the hardness of Ti‚ÄìSi‚ÄìN coatings,2008,Surface and Coatings Technology,Crossref,,likely_retracted,retracted: the size effect of oxygen impurities on the hardness of ti‚Äìsi‚Äìn coatings,surface and coatings technology,1,RP250,retracted paper(rp),,,,retracted:,RP250-Y,1,retracted:,begin
565,10.1016/s0092-8674(00)81866-8,"[{'given': 'Limin', 'family': 'Li', 'sequence': 'first', 'affiliation': []}, {'given': 'Xu', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'given': 'Uta', 'family': 'Francke', 'sequence': 'additional', 'affiliation': []}, {'given': 'Stanley N', 'family': 'Cohen', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: The TSG101 Tumor Susceptibility Gene Is Located in Chromosome 11 Band p15 and Is Mutated in Human Breast Cancer,1997,Cell,Crossref,,likely_retracted,retracted: the tsg101 tumor susceptibility gene is located in chromosome 11 band p15 and is mutated in human breast cancer,cell,1,RP40,retracted paper(rp),,,,retracted:,RP40-Y,1,retracted:,begin
566,10.1002/micr.30777,,"Retracted: The use of ante‚Äê and retrograde flow in microsurgical mandibular reconstruction with use of the
            <scp>3D</scp>
            surgical modeling technique and cutting guide application",2021,Microsurgery,Crossref,,likely_retracted,"retracted: the use of ante‚Äê and retrograde flow in microsurgical mandibular reconstruction with use of the
            <scp>3d</scp>
            surgical modeling technique and cutting guide application",microsurgery,1,RP194,retraction notice(rn),,,,retracted:,RP194-Y,1,retracted:,begin
567,10.1016/j.neuroimage.2013.07.047,"[{'given': 'Wouter', 'family': 'Braet', 'sequence': 'first', 'affiliation': []}, {'given': 'Johan', 'family': 'Wagemans', 'sequence': 'additional', 'affiliation': []}, {'given': 'Hans P.', 'family': 'Op de Beeck', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: The visual word form area is organized according to orthography,2014,NeuroImage,Crossref,,likely_retracted,retracted: the visual word form area is organized according to orthography,neuroimage,1,RP204,retracted paper(rp),,,,retracted:,RP204-Y,1,retracted:,begin
570,10.1016/j.steroids.2006.11.014,Hung-Yun Lin;Heng-Yuan Tang;Ai Shih;Travis Keating;Gary Cao;Paul J Davis;Faith B Davis,RETRACTED: Thyroid hormone is a MAPK-dependent growth factor for thyroid cancer cells and is anti-apoptotic,2006,Steroids,PubMed; Crossref,17174366.0,likely_retracted,retracted: thyroid hormone is a mapk-dependent growth factor for thyroid cancer cells and is anti-apoptotic,steroids,1,RP248,retracted paper(rp),,,,retracted:,RP248-Y,1,retracted:,begin
572,10.1016/s1876-3804(16)30075-1,"[{'given': 'Zhongyi', 'family': 'ZHANG', 'sequence': 'first', 'affiliation': []}, {'given': 'Shijia', 'family': 'CHEN', 'sequence': 'additional', 'affiliation': []}, {'given': 'Hua', 'family': 'YANG', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jinhua', 'family': 'FU', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jingli', 'family': 'YAO', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jian', 'family': 'YU', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zhi', 'family': 'YANG', 'sequence': 'additional', 'affiliation': []}, {'given': 'Wenzheng', 'family': 'ZHANG', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xiuqin', 'family': 'DENG', 'sequence': 'additional', 'affiliation': []}]","RETRACTED: Tight oil accumulation mechanisms of Triassic Yanchang Formation Chang 7 Member, Ordos Basin, China",2016,Petroleum Exploration and Development,Crossref,,likely_retracted,"retracted: tight oil accumulation mechanisms of triassic yanchang formation chang 7 member, ordos basin, china",petroleum exploration and development,1,RP216,both_rp_rn,,,,retracted:,RP216-Y,1,retracted:,begin
576,10.1111/evo.14551,,"Retracted: Tyler Larsen, Cara Jefferson, Anthony Bartley, Joan E. Strassmann, David C. Queller, Inference of symbiotic adaptations in nature using experimental evolution. Evolution 2021, 75(4), 945‚Äì955 (https://doi.org/10.1111/evo.14193)",2022,Evolution,Crossref,,likely_retracted,"retracted: tyler larsen, cara jefferson, anthony bartley, joan e. strassmann, david c. queller, inference of symbiotic adaptations in nature using experimental evolution. evolution 2021, 75(4), 945‚Äì955 (https://doi.org/10.1111/evo.14193)",evolution,1,RP90,retraction notice(rn),,,,retracted:,RP90-Y,1,retracted:,begin
577,10.1002/jtr.2385,,Retracted: Understanding memorable tourism experiences as the determinants of tourists‚Äô behavior,2020,International Journal of Tourism Research,Crossref,,likely_retracted,retracted: understanding memorable tourism experiences as the determinants of tourists‚Äô behavior,international journal of tourism research,1,RP126,retraction notice(rn),,,,retracted:,RP126-Y,1,retracted:,begin
580,10.1016/j.mcn.2011.09.002,"[{'given': 'Preeti J.', 'family': 'Khandelwal', 'sequence': 'first', 'affiliation': []}, {'given': 'Sonya B.', 'family': 'Dumanis', 'sequence': 'additional', 'affiliation': []}, {'given': 'Alexander M.', 'family': 'Herman', 'sequence': 'additional', 'affiliation': []}, {'given': 'G. William', 'family': 'Rebeck', 'sequence': 'additional', 'affiliation': []}, {'given': 'Charbel E.-H.', 'family': 'Moussa', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Wild type and P301L mutant Tau promote neuro-inflammation and Œ±-Synuclein accumulation in lentiviral gene delivery models,2012,Molecular and Cellular Neuroscience,Crossref,,likely_retracted,retracted: wild type and p301l mutant tau promote neuro-inflammation and Œ±-synuclein accumulation in lentiviral gene delivery models,molecular and cellular neuroscience,1,RP196,retracted paper(rp),,,,retracted:,RP196-Y,1,retracted:,begin
238,10.1080/10941665.2016.1225369,,Statement of Retraction,2016,Asia Pacific Journal of Tourism Research,Crossref,,likely_retraction,statement of retraction,asia pacific journal of tourism research,2,RN39,retraction notice(rn),,,,statement of retraction,RN39-N,0,statement of retraction,exact
239,10.1080/10941665.2018.1557363,,<b>Statement of Removal:</b> Tourism climatic condition over PDR Korea,2018,Asia Pacific Journal of Tourism Research,Crossref,,likely_retraction,<b>statement of removal:</b> tourism climatic condition over pdr korea,asia pacific journal of tourism research,2,RN39,recheck,recheck,DOI error reported 2025-07-25 - webpage removed,M: Webpage removed,<b>statement of removal:</b>,RN39-N,0,<b>statement of removal:</b>,begin
360,10.1080/10962247.2017.1317996,,Statement of Removal,2017,Journal of the Air &amp; Waste Management Association,Crossref,,likely_retraction,statement of removal,journal of the air &amp; waste management association,3,RN307,retraction notice(rn),,agree,,statement of removal,RN307-N,0,statement of removal,exact
361,10.1080/10962247.2017.1394123,,Statement of Removal,2017,Journal of the Air &amp; Waste Management Association,Crossref,,likely_retraction,statement of removal,journal of the air &amp; waste management association,3,RN307,recheck,recheck,DOI error reported 2025-07-25 - webpage removed,M: Webpage removed,statement of removal,RN307-N,0,statement of removal,exact
66,10.1177/00222437221101398,,Retraction Notice,2022,Journal of Marketing Research,Crossref,,likely_retraction,retraction notice,journal of marketing research,3,RN286,retraction notice(rn),retraction notice(rn),,,retraction notice,RN286-Y,1,retraction notice,exact
67,10.1177/00222437221139856,,Retraction Notice,2022,Journal of Marketing Research,Crossref,,likely_retraction,retraction notice,journal of marketing research,3,RN286,retraction notice(rn),,,,retraction notice,RN286-Y,1,retraction notice,exact
72,10.1364/optica.6.001506,"[{'given': 'Haitao', 'family': 'Tang', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7400-5064', 'authenticated-orcid': True, 'given': 'Yuan', 'family': 'Yu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xinliang', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}]",Widely tunable optoelectronic oscillator based on selective parity-time-symmetry breaking: retraction,2019,Optica,Crossref,,likely_retraction,widely tunable optoelectronic oscillator based on selective parity-time-symmetry breaking: retraction,optica,2,RN353,retraction notice(rn),,,,retraction,RN353-Y,1,retraction,end
73,10.1364/optica.401388,"[{'ORCID': 'http://orcid.org/0000-0002-1374-0652', 'authenticated-orcid': True, 'given': 'Ashish', 'family': 'Chanana', 'sequence': 'first', 'affiliation': []}, {'given': 'Andrew', 'family': 'Paulsen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sivaraman', 'family': 'Guruswamy', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ajay', 'family': 'Nahata', 'sequence': 'additional', 'affiliation': []}]",Hiding multi-level multi-color images in terahertz metasurfaces: retraction,2020,Optica,Crossref,,likely_retraction,hiding multi-level multi-color images in terahertz metasurfaces: retraction,optica,2,RN353,retraction notice(rn),retraction notice(rn),,,retraction,RN353-Y,1,retraction,end
0,10.1080/14764172.2022.2128570,,Statement of Retraction,2022,Journal of Cosmetic and Laser Therapy,Crossref,,likely_retraction,statement of retraction,journal of cosmetic and laser therapy,2,RN254,retraction notice(rn),retraction notice(rn),,,statement of retraction,RN254-Y,1,statement of retraction,exact
1,10.1080/14764172.2022.2128569,,Statement of Retraction,2022,Journal of Cosmetic and Laser Therapy,Crossref,,likely_retraction,statement of retraction,journal of cosmetic and laser therapy,2,RN254,retraction notice(rn),,,,statement of retraction,RN254-Y,1,statement of retraction,exact
